CARRER;NOM_CARRER;PRIMER_NUM;ULTIM_NUM;TIPUSNUM;DISTRICTE;SECC_CENS;AEB;BARRI;SECC_EST;DPOSTAL
102;Llebrencs;1;17;1;5;3;92;22;182;8017
102;Llebrencs;2;26;2;5;3;92;22;182;8017
180;A Zona Franca;3;119;1;3;25;60;12;61;8040
180;A Zona Franca;2;106;2;3;25;60;12;61;8040
204;Guerau de Liost;1;17;1;5;3;92;22;182;8017
204;Guerau de Liost;2;22;2;5;3;92;22;182;8017
306;Abat Odó;1;63;1;9;47;192;60;81;8030
306;Abat Odó;65;89;1;9;48;192;60;84;8030
306;Abat Odó;2;44;2;9;47;192;60;81;8030
306;Abat Odó;46;68;2;9;46;192;60;84;8030
408;Abat Samsó;1;23;1;5;12;95;23;162;8017
408;Abat Samsó;0002B;20;2;5;12;95;23;162;8017
500;Abat Safont;1;11;1;1;4;2;1;102;8001
500;Abat Safont;0002S;12;2;1;4;2;1;102;8001
601;Abadessa Olzet;1;7;1;4;55;90;21;77;8034
601;Abadessa Olzet;0009B;39;1;4;56;90;21;77;8034
601;Abadessa Olzet;2;8;2;4;55;90;21;77;8034
601;Abadessa Olzet;10;40;2;4;56;90;21;77;8034
703;Abaixadors;1;15;1;1;46;16;4;30;8003
703;Abaixadors;2;16;2;1;46;16;4;30;8003
805;Abd el-Kader;1;19;1;7;17;137;33;77;8024
805;Abd el-Kader;2;8;2;7;16;137;33;77;8024
907;Abdó Terradas;1;27;1;6;58;129;31;13;8012
907;Abdó Terradas;2;32;2;6;58;129;31;13;8012
1003;Abella;0001B;5;1;8;48;166;47;85;8031
1003;Abella;0002B;6;2;8;48;166;47;85;8031
1105;Manuel Ballbé;1;17;1;4;54;89;21;79;8034
1105;Manuel Ballbé;2;20;2;4;54;89;21;79;8034
1309;Acàcies;1;73;1;9;79;198;62;61;8027
1309;Acàcies;2;8;2;9;80;198;62;59;8027
1309;Acàcies;10;44;2;9;78;198;62;60;8027
1309;Acàcies;46;64;2;9;79;198;62;62;8027
1400;Pl Acadèmia;1;5;1;1;54;19;4;36;8003
1400;Pl Acadèmia;2;6;2;1;54;19;4;36;8003
1502;Sèquia;1;13;1;1;53;19;4;41;8003
1502;Sèquia;2;10;2;1;53;19;4;41;8003
1604;Sèquia Comtal;1;21;1;10;39;207;65;160;8018
1604;Sèquia Comtal;0002B;16;2;10;39;207;65;160;8018
1706;Sèquia Madriguera;1;27;1;9;10;185;59;136;8030
1706;Sèquia Madriguera;2;30;2;9;10;185;59;136;8030
1808;Acer;1;45;1;3;25;60;12;65;8038
1808;Acer;2;44;2;3;25;60;12;62;8038
1900;Actor Morano;1;13;1;5;2;92;22;180;8017
1900;Actor Morano;2;8;2;5;2;92;22;180;8017
2006;Actriu Tubau;1;5;1;5;2;92;22;180;8017
2006;Actriu Tubau;2;8;2;5;2;92;22;180;8017
2050;Adolf Florensa;1;23;1;4;49;87;20;8;8028
2050;Adolf Florensa;2;24;2;4;49;87;20;8;8028
2200;Adrall;1;5;1;9;10;185;59;136;8030
2200;Adrall;7;7;1;9;9;184;59;136;8030
2210;Av Adrià Gual;43;69;1;6;9;116;28;158;8035
2210;Av Adrià Gual;38;64;2;6;9;116;28;158;8035
2403;Adrià Margarit;1;3;1;5;32;100;25;101;8035
2403;Adrià Margarit;0027B;33;1;5;33;101;25;100;8035
2403;Adrià Margarit;22;44;2;5;33;101;25;100;8035
2505;Pl Adrià;0001B;3;1;5;51;104;26;51;8021
2505;Pl Adrià;5;7;1;5;50;104;26;50;8021
2505;Pl Adrià;2;2;2;5;51;104;26;51;8021
2505;Pl Adrià;4;4;2;5;52;104;26;48;8021
2505;Pl Adrià;6;8;2;5;50;104;26;50;8021
2607;Duana;1;7;1;1;43;16;4;25;8003
2607;Duana;2;6;2;1;43;16;4;25;8003
2709;Afores;2;56;2;9;21;186;60;125;8030
2902;Aglà;1;9;1;1;29;11;2;75;8002
2902;Aglà;2;8;2;1;29;11;2;73;8002
3009;Agramunt;1;11;1;6;1;114;28;137;8023
3009;Agramunt;13;37;1;5;90;112;27;84;8023
3009;Agramunt;2;10;2;6;1;114;28;138;8023
3009;Agramunt;12;28;2;5;91;112;27;84;8023
3100;Agregació;1;13;1;7;44;142;35;54;8041
3100;Agregació;15;51;1;7;45;142;35;52;8041
3100;Agregació;2;14;2;7;44;142;35;54;8041
3100;Agregació;16;32;2;7;45;142;35;52;8041
3100;Agregació;34;44;2;7;46;142;35;51;8041
3202;Anna Martínez Sagi;1;23;1;7;43;142;35;49;8041
3202;Anna Martínez Sagi;25;51;1;7;45;142;35;51;8041
3202;Anna Martínez Sagi;18;18;2;7;44;142;35;53;8041
3202;Anna Martínez Sagi;20;46;2;7;45;142;35;51;8041
3202;Anna Martínez Sagi;2;16;2;7;43;142;35;50;8041
3406;Agricultura;45;65;1;10;236;;69;65;8019
3406;Agricultura;67;147;1;10;94;223;71;64;8019
3406;Agricultura;211;215;1;10;122;229;72;185;8020
3406;Agricultura;217;217;1;10;122;229;72;185;8020
3406;Agricultura;219;235;1;10;121;229;72;187;8020
3406;Agricultura;237;257;1;10;120;229;72;188;8020
3406;Agricultura;259;279;1;10;118;228;72;191;8020
3406;Agricultura;303;347;1;10;116;228;72;195;8020
3406;Agricultura;60;72;2;10;235;;69;64;8019
3406;Agricultura;74;150;2;10;94;223;71;64;8019
3406;Agricultura;240;260;2;10;120;229;72;189;8020
3406;Agricultura;262;282;2;10;115;228;72;190;8020
3406;Agricultura;284;304;2;10;117;228;72;194;8020
3406;Agricultura;39;43;1;10;235;;69;67;8019
3406;Agricultura;0217B;0217B;1;10;121;229;72;187;8020
3406;Agricultura;281;301;1;10;115;228;72;194;8020
3406;Agricultura;200;238;2;10;122;229;72;186;8020
3406;Agricultura;306;318;2;10;116;228;72;195;8020
3508;Ctra Aigües;1;59;1;4;56;90;21;82;8034
3508;Ctra Aigües;61;99;1;5;3;92;22;173;8017
3508;Ctra Aigües;101;135;1;5;5;93;23;174;8017
3508;Ctra Aigües;137;149;1;5;3;92;22;180;8017
3508;Ctra Aigües;301;357;1;7;90;150;39;190;8035
3508;Ctra Aigües;359;399;1;6;9;116;28;190;8035
3508;Ctra Aigües;0002B;50;2;4;56;90;21;82;8034
3508;Ctra Aigües;0158B;202;2;5;4;93;23;174;8017
3508;Ctra Aigües;280;300;2;5;32;100;25;101;8035
3508;Ctra Aigües;302;350;2;5;33;101;25;100;8035
3508;Ctra Aigües;0151B;299;1;5;2;92;22;180;8017
3508;Ctra Aigües;52;156;2;5;5;93;23;173;8017
3508;Ctra Aigües;352;406;2;6;9;116;28;158;8035
3552;Camí Aigües;1;7;1;5;5;93;23;173;8017
3552;Camí Aigües;2;8;2;5;5;93;23;173;8017
3600;Agudells;1;35;1;7;58;145;36;109;8032
3600;Agudells;37;45;1;7;70;147;37;109;8032
3600;Agudells;55;73;1;7;66;147;37;113;8032
3600;Agudells;75;89;1;7;65;147;37;118;8032
3600;Agudells;2;24;2;7;58;145;36;109;8032
3600;Agudells;36;44;2;7;70;147;37;111;8032
3600;Agudells;47;53;1;7;67;147;37;112;8032
3600;Agudells;46;80;2;7;68;147;37;114;8032
3701;Agudes;0001A;0001C;1;8;113;180;55;204;8033
3701;Agudes;1;67;1;8;114;180;55;203;8033
3701;Agudes;69;97;1;8;111;180;55;198;8033
3701;Agudes;2;36;2;8;113;180;55;205;8033
3701;Agudes;38;0058C;2;8;115;180;55;207;8033
3701;Agudes;60;82;2;8;114;180;55;202;8033
3701;Agudes;84;146;2;8;110;180;55;201;8033
3803;Àliga;2;30;2;3;52;67;15;98;8014
3803;Àliga;1;49;1;3;52;67;15;98;8014
3905;Aguilar;1;43;1;7;52;144;36;102;8032
3905;Aguilar;2;42;2;7;52;144;36;103;8032
3905;Aguilar;44;54;2;7;53;144;36;104;8032
4001;Agullana;1;11;1;8;48;166;47;85;8031
4001;Agullana;2;12;2;8;48;166;47;85;8031
4103;Agullers;0001B;19;1;1;46;16;4;30;8003
4103;Agullers;2;28;2;1;46;16;4;29;8003
4125;A Duran i Sanpere;1;5;1;1;18;7;1;145;8001
4125;A Duran i Sanpere;2;10;2;1;18;7;1;145;8001
4205;Agustí i Milà;1;95;1;9;40;191;60;96;8030
4205;Agustí i Milà;2;42;2;9;39;190;60;98;8030
4205;Agustí i Milà;44;46;2;9;35;190;60;99;8030
4205;Agustí i Milà;48;82;2;9;40;191;60;97;8030
4307;Agustina Saragossa;1;25;1;4;23;81;19;71;8017
4307;Agustina Saragossa;2;24;2;4;23;81;19;71;8017
4409;Aiguablava;69;145;1;8;107;178;53;165;8033
4409;Aiguablava;2;24;2;8;103;178;53;156;8033
4409;Aiguablava;26;116;2;8;107;178;53;158;8033
4409;Aiguablava;1;65;1;8;103;178;53;166;8042
4500;Aiguafreda;1;29;1;7;120;156;43;147;8032
4500;Aiguafreda;2;30;2;7;120;156;43;147;8032
4908;Àlaba;1;27;1;10;53;210;67;14;8005
4908;Àlaba;37;49;1;10;52;210;67;15;8005
4908;Àlaba;51;157;1;10;43;208;66;17;8005
4908;Àlaba;2;54;2;10;52;210;67;14;8005
4908;Àlaba;0056B;102;2;10;43;208;66;17;8005
4908;Àlaba;104;160;2;10;42;208;66;19;8018
5004;Alba;1;17;1;6;59;129;31;20;8012
5004;Alba;2;14;2;6;59;129;31;20;8012
5106;Albacete;1;11;1;6;36;122;31;98;8012
5106;Albacete;2;12;2;6;36;122;31;98;8012
5208;Albània;1;5;1;10;82;219;70;78;8019
5208;Albània;2;6;2;10;82;219;70;78;8019
5401;Albareda;1;23;1;3;20;58;11;1;8004
5401;Albareda;2;28;2;3;20;58;11;1;8004
5503;Ourense;1;5;1;7;78;148;37;128;8032
5503;Ourense;6;8;2;7;78;148;37;128;8032
5707;Albert Llanas;1;41;1;7;21;138;34;88;8024
5707;Albert Llanas;2;6;2;7;21;138;34;88;8024
5707;Albert Llanas;8;20;2;7;22;138;34;89;8024
5707;Albert Llanas;22;40;2;7;21;138;34;88;8024
5809;Ptge Albert Pinyol;1;21;1;4;1;77;19;35;8029
5809;Ptge Albert Pinyol;2;22;2;4;1;77;19;35;8029
6109;Albigesos;1;19;1;6;19;119;30;133;8024
6109;Albigesos;21;27;1;6;18;119;30;130;8024
6109;Albigesos;2;28;2;6;19;119;30;134;8024
6109;Albigesos;30;32;2;6;21;119;30;130;8024
6302;Alcalá de Guadaira;1;13;1;10;111;227;72;171;8020
6302;Alcalá de Guadaira;15;27;1;10;114;227;72;168;8020
6302;Alcalá de Guadaira;0002B;28;2;10;114;227;72;170;8020
6404;Pl Alc Baró Viver;1;1;1;4;54;89;21;79;8034
6506;Alcalde Miralles;1;9;1;5;3;92;22;182;8017
6506;Alcalde Miralles;2;36;2;5;2;92;22;182;8017
6608;Alcalde Móstoles;1;15;1;7;2;135;33;7;8025
6608;Alcalde Móstoles;17;53;1;7;1;135;33;8;8025
6608;Alcalde Móstoles;2;16;2;7;6;135;33;10;8025
6608;Alcalde Móstoles;18;52;2;7;7;135;33;9;8025
6801;Alcalde de Zalamea;0001B;45;1;7;66;147;37;119;8032
6801;Alcalde de Zalamea;2;64;2;7;65;147;37;118;8032
7000;Alcamo;1;11;1;10;83;219;70;80;8019
7000;Alcamo;2;12;2;10;83;219;70;80;8019
7101;Alcanar;1;37;1;1;38;15;3;21;8003
7101;Alcanar;2;40;2;1;38;15;3;21;8003
7203;Alcántara;1;43;1;8;72;171;50;178;8042
7203;Alcántara;45;71;1;8;65;170;50;188;8042
7203;Alcántara;0002B;20;2;8;71;171;50;174;8042
7203;Alcántara;22;34;2;8;70;171;50;173;8042
7203;Alcántara;36;52;2;8;69;170;50;180;8042
7203;Alcántara;54;60;2;8;65;170;50;187;8042
7258;Martí i Franquès;1;23;1;4;49;87;20;8;8028
7258;Martí i Franquès;2;16;2;4;49;87;20;8;8028
7305;Av Exèrcit;1;7;1;4;53;89;21;78;8034
7305;Av Exèrcit;2;14;2;4;53;89;21;78;8034
7407;Alcolea;1;23;1;3;105;75;18;140;8014
7407;Alcolea;33;91;1;3;108;76;18;159;8014
7407;Alcolea;0093B;133;1;3;109;76;18;156;8014
7407;Alcolea;0135B;167;1;3;110;76;18;156;8014
7407;Alcolea;2;22;2;3;105;75;18;140;8014
7407;Alcolea;24;72;2;3;108;76;18;159;8014
7407;Alcolea;74;104;2;3;109;76;18;155;8014
7407;Alcolea;106;128;2;3;110;76;18;153;8014
7509;Alcoi;9;11;1;5;32;100;25;103;8022
7509;Alcoi;13;23;1;5;31;100;25;102;8022
7509;Alcoi;10;18;2;5;32;100;25;101;8022
7509;Alcoi;20;42;2;5;31;100;25;102;8022
7600;Alcúdia;1;15;1;8;37;163;45;62;8016
7600;Alcúdia;25;35;1;8;36;163;45;61;8016
7600;Alcúdia;0037B;59;1;8;34;163;45;56;8016
7600;Alcúdia;61;103;1;8;33;163;45;55;8016
7600;Alcúdia;4;12;2;8;37;163;45;62;8016
7600;Alcúdia;14;36;2;8;36;163;45;60;8016
7600;Alcúdia;38;66;2;8;35;163;45;57;8016
7600;Alcúdia;68;114;2;8;32;163;45;53;8016
7702;Aldana;1;11;1;2;170;55;10;2;8015
7702;Aldana;2;14;2;2;170;55;10;1;8015
7804;Aldea;1;7;1;6;17;118;29;145;8023
7804;Aldea;9;19;1;6;16;118;29;146;8023
7804;Aldea;2;20;2;6;16;118;29;146;8023
7906;Ca l'Alegre Dalt;1;43;1;6;82;134;32;64;8024
7906;Ca l'Alegre Dalt;45;63;1;6;84;134;32;55;8024
7906;Ca l'Alegre Dalt;75;85;1;6;86;134;32;115;8024
7906;Ca l'Alegre Dalt;87;97;1;6;25;120;30;118;8024
7906;Ca l'Alegre Dalt;99;101;1;6;24;120;30;121;8024
7906;Ca l'Alegre Dalt;40;48;2;6;88;134;32;55;8024
7906;Ca l'Alegre Dalt;50;64;2;6;84;134;32;113;8024
7906;Ca l'Alegre Dalt;76;90;2;6;86;134;32;115;8024
7906;Ca l'Alegre Dalt;92;110;2;6;25;120;30;119;8024
7906;Ca l'Alegre Dalt;65;73;1;6;85;134;32;116;8024
7906;Ca l'Alegre Dalt;112;118;2;6;24;120;30;121;8024
7906;Ca l'Alegre Dalt;66;74;2;6;85;134;32;113;8024
7906;Ca l'Alegre Dalt;2;38;2;6;83;134;32;60;8024
8079;Malva;1;15;1;5;1;91;22;183;8017
8079;Malva;2;34;2;5;1;91;22;183;8017
8104;A de Torrelles;1;45;1;7;24;138;34;91;8024
8104;A de Torrelles;2;38;2;7;24;138;34;91;8024
8206;Alella;1;17;1;8;20;161;45;46;8016
8206;Alella;0019B;27;1;8;21;161;45;35;8016
8206;Alella;45;61;1;8;24;161;45;40;8016
8206;Alella;4;20;2;8;21;161;45;46;8016
8206;Alella;0022B;40;2;8;23;161;45;34;8016
8206;Alella;42;54;2;8;25;161;45;39;8016
8206;Alella;0029B;43;1;8;23;161;45;36;8016
8308;Alfambra;1;17;1;4;53;89;21;78;8034
8308;Alfambra;2;20;2;4;53;89;21;80;8034
8400;Alfarràs;2;38;2;9;11;185;59;134;8030
8400;Alfarràs;1;45;1;9;10;185;59;135;8030
8501;Alfons XII;1;21;1;5;69;108;26;15;8006
8501;Alfons XII;23;33;1;5;70;109;26;24;8006
8501;Alfons XII;53;87;1;5;73;109;26;31;8006
8501;Alfons XII;89;119;1;5;75;110;26;55;8006
8501;Alfons XII;2;28;2;5;69;108;26;22;8006
8501;Alfons XII;30;36;2;5;70;109;26;24;8006
8501;Alfons XII;86;100;2;5;75;110;26;55;8006
8501;Alfons XII;35;51;1;5;72;109;26;25;8006
8501;Alfons XII;38;84;2;5;71;109;26;25;8006
8603;Costa i Cuxart;1;11;1;8;10;159;44;17;8031
8603;Costa i Cuxart;13;23;1;8;11;159;44;18;8031
8603;Costa i Cuxart;2;22;2;8;12;159;44;1;8031
8603;Costa i Cuxart;25;37;1;8;13;159;44;19;8016
8705;Alfons el Magnànim;1;3;1;10;81;219;70;76;8019
8705;Alfons el Magnànim;19;85;1;10;84;219;70;81;8019
8705;Alfons el Magnànim;87;105;1;10;85;220;70;88;8019
8705;Alfons el Magnànim;123;131;1;10;87;220;70;92;8019
8705;Alfons el Magnànim;2;6;2;10;81;219;70;75;8019
8705;Alfons el Magnànim;22;38;2;10;83;219;70;80;8019
8705;Alfons el Magnànim;40;44;2;10;85;220;70;85;8019
8705;Alfons el Magnànim;58;70;2;10;87;220;70;90;8019
8705;Alfons el Magnànim;5;17;1;10;82;219;70;77;8019
8705;Alfons el Magnànim;107;121;1;10;86;220;70;89;8019
8705;Alfons el Magnànim;46;56;2;10;86;220;70;87;8019
8705;Alfons el Magnànim;8;20;2;10;82;219;70;78;8019
8807;Pl Alfons el Savi;1;1;1;7;17;137;33;79;8024
8807;Pl Alfons el Savi;7;7;1;7;1;135;33;8;8025
8807;Pl Alfons el Savi;2;2;2;7;17;137;33;77;8024
8807;Pl Alfons el Savi;4;4;2;7;16;137;33;77;8024
8807;Pl Alfons el Savi;8;8;2;7;18;137;33;78;8024
8807;Pl Alfons el Savi;0003I;5;1;7;16;137;33;77;8024
8807;Pl Alfons el Savi;6;6;2;7;7;135;33;9;8025
8909;Algarves;1;23;1;5;2;92;22;182;8017
8909;Algarves;2;26;2;5;2;92;22;182;8017
9005;Alguer;2;38;2;7;63;147;37;122;8032
9071;Ptge Violer;2;12;2;5;1;91;22;183;8017
9071;Ptge Violer;1;17;1;5;1;91;22;183;8017
9107;Alhucemas;45;45;1;8;103;178;53;157;8033
9107;Alhucemas;34;50;2;8;103;178;53;157;8033
9209;Alí Bei;1;31;1;2;74;32;7;227;8010
9209;Alí Bei;51;73;1;2;2;20;5;232;8013
9209;Alí Bei;75;123;1;2;3;20;5;245;8013
9209;Alí Bei;125;139;1;2;12;21;5;246;8013
9209;Alí Bei;141;141;1;2;13;21;5;250;8013
9209;Alí Bei;2;14;2;2;74;32;7;229;8010
9209;Alí Bei;16;108;2;2;1;20;5;230;8010
9209;Alí Bei;110;130;2;2;12;21;5;250;8013
9209;Alí Bei;132;132;2;2;13;21;5;250;8013
9209;Alí Bei;33;49;1;2;6;20;5;231;8010
9300;Ptge Alí Bei;1;11;1;10;42;208;66;20;8018
9300;Ptge Alí Bei;2;10;2;10;42;208;66;20;8018
9402;Alacant;0001A;11;1;5;26;99;24;131;8017
9402;Alacant;13;33;1;5;48;103;25;129;8022
9402;Alacant;2;12;2;5;25;99;24;131;8017
9402;Alacant;14;34;2;5;48;103;25;130;8022
9457;Alighieri;1;17;1;7;120;156;43;153;8032
9457;Alighieri;2;8;2;7;120;156;43;153;8032
9606;Ptge Alió;1;17;1;6;68;131;32;28;8037
9606;Ptge Alió;19;45;1;6;67;131;32;33;8037
9606;Ptge Alió;2;24;2;6;68;131;32;28;8037
9606;Ptge Alió;26;48;2;6;67;131;32;33;8037
9708;Magatzems;1;21;1;1;41;15;3;15;8003
9708;Magatzems;2;22;2;1;41;15;3;15;8003
9800;Almagro;1;7;1;8;79;173;51;108;8042
9800;Almagro;9;33;1;8;78;173;51;106;8042
9800;Almagro;35;59;1;8;73;171;50;177;8042
9800;Almagro;2;4;2;8;80;173;51;107;8042
9800;Almagro;6;10;2;8;79;173;51;106;8042
9800;Almagro;12;44;2;8;78;173;51;105;8042
9800;Almagro;46;58;2;8;73;171;50;176;8042
9901;Almansa;1;7;1;8;82;173;51;112;8042
9901;Almansa;9;15;1;8;81;173;51;111;8042
9901;Almansa;17;39;1;8;80;173;51;110;8042
9901;Almansa;43;47;1;8;79;173;51;106;8042
9901;Almansa;0049B;61;1;8;78;173;51;105;8042
9901;Almansa;63;79;1;8;73;171;50;176;8042
9901;Almansa;81;91;1;8;71;171;50;174;8042
9901;Almansa;2;46;2;8;76;172;51;122;8042
9901;Almansa;48;70;2;8;77;172;51;124;8042
9901;Almansa;72;82;2;8;73;171;50;172;8042
9901;Almansa;84;96;2;8;71;171;50;171;8042
10004;Cro Ànimes;0001B;27;1;3;84;71;17;208;8028
10004;Cro Ànimes;29;31;1;3;83;71;17;207;8028
10004;Cro Ànimes;2;24;2;3;84;71;17;208;8028
10106;Almassora;1;9;1;9;3;182;57;150;8033
10106;Almassora;2;20;2;9;3;182;57;150;8033
10208;Almenara Alta;1;1;1;10;26;205;65;161;8026
10208;Almenara Alta;2;18;2;10;26;205;65;161;8026
10300;Ametllers;0001A;15;1;4;56;90;21;82;8034
10300;Ametllers;2;16;2;4;56;90;21;82;8034
10401;Ptge Ametllers;1;3;1;4;56;90;21;82;8034
10401;Ptge Ametllers;2;4;2;4;56;90;21;82;8034
10503;Almeria;1;33;1;3;102;74;18;125;8014
10503;Almeria;41;57;1;3;58;68;16;131;8014
10503;Almeria;2;34;2;3;102;74;18;126;8014
10503;Almeria;36;56;2;3;60;68;16;129;8014
10707;Emília Llorca;1;13;1;1;33;13;3;7;8003
10707;Emília Llorca;15;27;1;1;34;13;3;6;8003
10707;Emília Llorca;2;32;2;1;32;13;3;2;8003
10809;Almirall Barceló;1;35;1;1;35;14;3;22;8003
10809;Almirall Barceló;2;22;2;1;35;14;3;22;8003
10900;Pepe Rubianes;1;5;1;1;40;15;3;8;8003
10900;Pepe Rubianes;7;21;1;1;39;15;3;8;8003
10900;Pepe Rubianes;23;33;1;1;38;15;3;9;8003
10900;Pepe Rubianes;35;39;1;1;35;14;3;10;8003
10900;Pepe Rubianes;2;14;2;1;33;13;3;7;8003
10900;Pepe Rubianes;16;38;2;1;34;13;3;6;8003
10955;Almirall Okendo;1;25;1;9;15;185;59;128;8020
10955;Almirall Okendo;2;14;2;9;15;185;59;128;8020
11007;Almirall Pròixida;1;15;1;9;37;190;60;105;8030
11007;Almirall Pròixida;2;26;2;9;37;190;60;104;8030
11109;Miquel Pedrola;1;11;1;1;39;15;3;9;8003
11109;Miquel Pedrola;2;12;2;1;39;15;3;9;8003
11200;Almogàvers;1;9;1;1;55;19;4;39;8018
11200;Almogàvers;11;77;1;2;1;20;5;245;8018
11200;Almogàvers;79;87;1;10;44;209;66;3;8018
11200;Almogàvers;89;139;1;10;43;208;66;19;8018
11200;Almogàvers;141;227;1;10;42;208;66;19;8018
11200;Almogàvers;0229B;0229B;1;10;66;214;68;22;8018
11200;Almogàvers;229;229;1;10;42;208;66;22;8018
11200;Almogàvers;231;239;1;10;66;214;68;22;8018
11200;Almogàvers;4;20;2;10;46;209;66;1;8018
11200;Almogàvers;22;60;2;10;45;209;66;2;8018
11200;Almogàvers;62;80;2;10;44;209;66;2;8018
11200;Almogàvers;82;152;2;10;43;208;66;18;8018
11200;Almogàvers;154;218;2;10;42;208;66;19;8018
11200;Almogàvers;2;2;2;1;55;19;4;39;8018
11302;Alonso Cano;1;15;1;8;79;173;51;102;8042
11302;Alonso Cano;2;16;2;8;79;173;51;102;8042
11404;Ptge Aloi;1;29;1;9;85;199;63;16;8041
11404;Ptge Aloi;2;30;2;9;85;199;63;16;8041
11506;Alpens;2;34;2;3;57;68;16;134;8014
11506;Alpens;1;41;1;3;58;68;16;131;8014
11583;Alsàcia;1;11;1;8;54;167;48;92;8042
11583;Alsàcia;2;20;2;8;55;167;48;93;8042
11608;Alsina;1;3;1;1;28;11;2;71;8002
11608;Alsina;2;2;2;1;28;11;2;71;8002
11732;Ptge Alt del Turó;2;26;2;7;29;139;35;68;8041
11732;Ptge Alt del Turó;1;17;1;7;29;139;35;68;8041
11776;Alt;1;19;1;9;2;182;57;149;8033
11776;Alt;2;18;2;9;2;182;57;149;8033
11801;Pl Alta Can Clos;1;13;1;3;38;64;13;78;8038
11801;Pl Alta Can Clos;2;12;2;3;38;64;13;78;8038
11903;Alt de Gironella;1;13;1;5;22;98;24;147;8017
11903;Alt de Gironella;15;63;1;5;24;98;24;145;8017
11903;Alt de Gironella;2;46;2;5;22;98;24;147;8017
11903;Alt de Gironella;48;62;2;5;53;105;26;4;8017
11903;Alt de Gironella;65;71;1;5;53;105;26;4;8017
12000;Alt de Mariner;1;27;1;7;118;155;43;168;8032
12000;Alt de Mariner;8;36;2;7;114;155;43;170;8032
12000;Alt de Mariner;2;6;2;7;115;155;43;170;8032
12101;Ptge Alt Mariner;1;5;1;7;114;155;43;170;8032
12101;Ptge Alt Mariner;2;16;2;7;115;155;43;170;8032
12203;Alt de Pedrell;0001B;5;1;7;54;144;36;102;8032
12203;Alt de Pedrell;0007B;0007B;1;7;53;144;36;104;8032
12203;Alt de Pedrell;7;7;1;7;54;144;36;102;8032
12203;Alt de Pedrell;61;101;1;7;52;144;36;103;8032
12203;Alt de Pedrell;2;40;2;7;52;144;36;102;8032
12203;Alt de Pedrell;42;64;2;7;53;144;36;104;8032
12203;Alt de Pedrell;9;59;1;7;53;144;36;104;8032
12203;Alt de Pedrell;66;120;2;7;52;144;36;103;8032
12305;Ctra Alta Roquetes;37;75;1;7;103;154;43;187;8035
12305;Ctra Alta Roquetes;77;185;1;8;64;169;49;194;8033
12305;Ctra Alta Roquetes;0321I;339;1;8;108;179;54;195;8033
12305;Ctra Alta Roquetes;34;84;2;7;103;154;43;187;8035
12305;Ctra Alta Roquetes;126;202;2;8;64;169;49;188;8033
12305;Ctra Alta Roquetes;204;300;2;8;65;170;50;188;8033
12305;Ctra Alta Roquetes;326;338;2;8;67;170;50;167;8033
12305;Ctra Alta Roquetes;187;319;1;8;109;179;54;194;8033
12305;Ctra Alta Roquetes;86;124;2;8;61;169;49;193;8033
12305;Ctra Alta Roquetes;302;324;2;8;66;170;50;167;8033
12407;Sant Pere Més Alt;1;67;1;1;52;18;4;58;8003
12407;Sant Pere Més Alt;42;78;2;1;51;18;4;54;8003
12407;Sant Pere Més Alt;2;40;2;1;50;18;4;52;8003
12509;Altafulla;1;7;1;3;101;74;18;127;8014
12509;Altafulla;2;8;2;3;101;74;18;124;8014
12600;Alts Forns;13;27;1;3;26;61;13;65;8038
12600;Alts Forns;43;43;1;3;29;61;13;67;8038
12600;Alts Forns;45;59;1;3;30;61;13;68;8038
12600;Alts Forns;0061B;69;1;3;34;62;13;73;8038
12600;Alts Forns;71;77;1;3;34;62;13;73;8038
12600;Alts Forns;79;87;1;3;33;62;13;75;8038
12600;Alts Forns;24;34;2;3;26;61;13;65;8038
12600;Alts Forns;36;58;2;3;30;61;13;65;8038
12600;Alts Forns;82;88;2;3;32;62;13;75;8038
12600;Alts Forns;60;80;2;3;31;62;13;74;8038
12600;Alts Forns;0071I;0071I;1;3;211;;13;73;8038
12600;Alts Forns;0029B;39;1;3;27;61;13;65;8038
12702;Alumini;3;19;1;3;26;61;13;65;8038
12702;Alumini;2;46;2;3;26;61;13;65;8038
12702;Alumini;48;82;2;3;27;61;13;70;8038
12804;Alvarado;1;23;1;8;67;170;50;183;8042
12804;Alvarado;2;30;2;8;67;170;50;183;8042
12859;Pg Agrícola;1;83;1;3;25;60;12;60;8038
12859;Pg Agrícola;2;136;2;3;25;60;12;61;8038
12906;Allada-Vermell;0001B;27;1;1;54;19;4;36;8003
12906;Allada-Vermell;2;20;2;1;48;17;4;46;8003
13002;Alloza;1;53;1;8;25;161;45;42;8016
13002;Alloza;2;12;2;8;24;161;45;41;8016
13002;Alloza;18;36;2;8;25;161;45;39;8016
13104;Amadeu Vives;1;5;1;1;52;18;4;58;8003
13104;Amadeu Vives;2;8;2;1;52;18;4;58;8003
13308;Rosella;9;31;1;6;9;116;28;159;8035
13308;Rosella;10;38;2;6;9;116;28;159;8035
13400;Amargós;1;19;1;1;23;9;2;61;8002
13400;Amargós;2;22;2;1;23;9;2;61;8002
13501;Amargor;1;15;1;10;2;201;64;144;8026
13501;Amargor;2;20;2;10;2;201;64;144;8026
13603;Amer;2;8;2;8;48;166;47;85;8031
13705;Amèrica;1;27;1;7;39;141;35;23;8041
13705;Amèrica;0029B;55;1;7;40;141;35;26;8041
